"Ref_ID","Cross_Ref_ID","Data_source","Title","Authors","Abstract_old","Abstract","S_Ref_Year","Journal","Volume","Start_page","End_page","Address","PubMed_entry","PubMed","Exclude_analysis","WGS_WXS","Comment","Tissue_processing","Start_material","Prescreening","Material_sequenced","Confirmation","exon2","exon3","exon4","exon5","exon6","exon7","exon8","exon9","exon10","exon11"
333,,"journal","p53 mutations in primary human lung tumors and their metastases","net.sourceforge.jtds.jdbc.ClobImpl@612cf8d6","net.sourceforge.jtds.jdbc.ClobImpl@5d4bcfd0","net.sourceforge.jtds.jdbc.ClobImpl@4c5bd5eb",1994,"Mol Carcinog",9,105,109,"net.sourceforge.jtds.jdbc.ClobImpl@3cb523ef","PM:0008142008","0008142008",false,"No","","frozen","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
334,,"journal","Mutations of the p53 tumor suppressor gene occur infrequently in Wilms tumor","net.sourceforge.jtds.jdbc.ClobImpl@3a5996e7","net.sourceforge.jtds.jdbc.ClobImpl@396ffb33","net.sourceforge.jtds.jdbc.ClobImpl@2b099578",1994,"Cancer Res",54,2077,2079,"net.sourceforge.jtds.jdbc.ClobImpl@3eb661ad","PM:0008174107","0008174107",false,"No","","frozen","DNA","SSCP","cloned",false,true,false,true,true,true,true,true,true,true,true
335,,"journal","Clonal expansion of p53 mutant cells in leukemia progression in vitro","net.sourceforge.jtds.jdbc.ClobImpl@482e2632","net.sourceforge.jtds.jdbc.ClobImpl@e5efa67","net.sourceforge.jtds.jdbc.ClobImpl@699b1c81",1994,"Leukemia",8,53,59,"net.sourceforge.jtds.jdbc.ClobImpl@64adb316","PM:0008289498","0008289498",false,"No","","frozen","DNA","SSCP","direct",false,false,false,true,true,true,true,true,false,false,false
336,,"journal","Carcinoma of the vulva: HPV and p53 mutations","net.sourceforge.jtds.jdbc.ClobImpl@5d8b1607","net.sourceforge.jtds.jdbc.ClobImpl@247f5213","net.sourceforge.jtds.jdbc.ClobImpl@15313d09",1994,"Oncogene",9,1655,1659,"net.sourceforge.jtds.jdbc.ClobImpl@1c0d09ba","PM:0008183560","0008183560",false,"No","","frozen","DNA","SSCP","direct",false,false,false,true,true,true,true,true,false,false,false
337,337,"journal","Alterations of the TP53 gene in human gliomas","net.sourceforge.jtds.jdbc.ClobImpl@19331f12","net.sourceforge.jtds.jdbc.ClobImpl@470239ed","net.sourceforge.jtds.jdbc.ClobImpl@5b478d71",1994,"Cancer Res",54,1324,1330,"net.sourceforge.jtds.jdbc.ClobImpl@2f731f7a","PM:0008118823","0008118823",false,"No","See ref 1272, 1743 and 2139","frozen","DNA","IHC/SSCP","cloned",true,false,false,false,true,true,true,true,true,false,false
338,338,"journal","p53 mutations in lung tumors: relationship to putative susceptibility markers for cancer","net.sourceforge.jtds.jdbc.ClobImpl@2e395e09","net.sourceforge.jtds.jdbc.ClobImpl@7822d772","net.sourceforge.jtds.jdbc.ClobImpl@1f69f102",1994,"Cancer Res",54,1551,1555,"net.sourceforge.jtds.jdbc.ClobImpl@2856b55a","PM:0008137262","0008137262",false,"No","Data in ref 2380, clinical results in ref 1646","frozen/fixed","DNA","DGGE","direct",false,false,false,false,true,true,true,true,false,false,false
339,,"journal","Relative efficiency of denaturing gradient gel electrophoresis and single strand conformation polymorphism in the detection of mutations in exons 5 to 8 of the p53 gene","net.sourceforge.jtds.jdbc.ClobImpl@4cfb7f4f","net.sourceforge.jtds.jdbc.ClobImpl@220cb8e5","net.sourceforge.jtds.jdbc.ClobImpl@72bdac47",1994,"Oncogene",9,1739,1743,"net.sourceforge.jtds.jdbc.ClobImpl@6f5c2b2f","PM:0008183571","0008183571",false,"No","","frozen","DNA","SSCP/DGE","direct",false,false,false,false,true,true,true,true,false,false,false
340,,"journal","K-ras and p53 gene mutations in pancreatic cancer: ductal and nonductal tumors progress through different genetic lesions","net.sourceforge.jtds.jdbc.ClobImpl@784a308c","net.sourceforge.jtds.jdbc.ClobImpl@3f4674f0","net.sourceforge.jtds.jdbc.ClobImpl@208638cb",1994,"Cancer Res",54,1556,1560,"net.sourceforge.jtds.jdbc.ClobImpl@2e8d6aa7","PM:0008137263","0008137263",false,"No","","fixed","DNA","DGGE","direct",false,false,false,false,true,true,true,true,false,false,false
341,,"journal","Loss of heterozygosity and p53 gene mutations in breast cancer","net.sourceforge.jtds.jdbc.ClobImpl@7eaf1aa","net.sourceforge.jtds.jdbc.ClobImpl@b07f453","net.sourceforge.jtds.jdbc.ClobImpl@1a56c598",1994,"Cancer Res",54,499,505,"net.sourceforge.jtds.jdbc.ClobImpl@5fcb5c27","PM:0008275488","0008275488",false,"No","","","DNA","SSCP","direct",false,false,false,true,true,true,true,true,true,false,false
342,,"journal","Detection of oncogene mutations in sputum precedes diagnosis of lung cancer","net.sourceforge.jtds.jdbc.ClobImpl@f7c81d5","net.sourceforge.jtds.jdbc.ClobImpl@3b6d4905","net.sourceforge.jtds.jdbc.ClobImpl@173b21f5",1994,"Cancer Res",54,1634,1637,"net.sourceforge.jtds.jdbc.ClobImpl@12947d51","PM:0008137272","0008137272",false,"No","","fixed","DNA","none","direct",false,false,false,false,true,true,true,true,false,false,false
343,,"journal","p53 mutations in HPV-negative cervical carcinoma","net.sourceforge.jtds.jdbc.ClobImpl@790d24ff","net.sourceforge.jtds.jdbc.ClobImpl@28f97fba","net.sourceforge.jtds.jdbc.ClobImpl@6683c7d9",1994,"Oncogene",9,205,210,"net.sourceforge.jtds.jdbc.ClobImpl@574c40ad","PM:0008302581","0008302581",false,"No","","","","","",false,false,false,false,false,false,false,false,false,false,false
344,344,"journal","p53 overexpression is frequent in European hepatocellular carcinoma and largely independent of the codon 249 hot spot mutation","net.sourceforge.jtds.jdbc.ClobImpl@47f6ac67","net.sourceforge.jtds.jdbc.ClobImpl@24110f8c","net.sourceforge.jtds.jdbc.ClobImpl@5cd4a9d8",1994,"Oncogene",9,195,204,"net.sourceforge.jtds.jdbc.ClobImpl@6928d3c7","PM:0008302580","0008302580",false,"No","See ref 1669","frozen","DNA","SSCP/IHC","direct",false,false,false,false,true,true,true,true,false,false,false
345,,"journal","Mutation and overexpression of the p53 tumor suppressor gene frequently occurs in uterine and ovarian sarcomas","net.sourceforge.jtds.jdbc.ClobImpl@1b4fdf11","net.sourceforge.jtds.jdbc.ClobImpl@370ece9b","net.sourceforge.jtds.jdbc.ClobImpl@4eed2bcb",1994,"Obstet Gynecol",83,118,124,"net.sourceforge.jtds.jdbc.ClobImpl@61746f3a","PM:0008272291","0008272291",false,"No","","frozen","DNA","SSCP","cloned",false,false,false,true,true,true,true,true,true,false,false
346,,"journal","p53 mutations and overexpression in locally advanced breast cancers","net.sourceforge.jtds.jdbc.ClobImpl@4269352","net.sourceforge.jtds.jdbc.ClobImpl@459dff5b","net.sourceforge.jtds.jdbc.ClobImpl@62892750",1994,"Br J Cancer",69,1145,1150,"net.sourceforge.jtds.jdbc.ClobImpl@20c69984","PM:0008198984","0008198984",false,"No","","frozen","DNA","SSCP","cloned",false,false,false,false,true,true,true,true,false,false,false
347,,"journal","Abnormalities of the p53 MDM2 and DCC genes in human leiomyosarcomas","net.sourceforge.jtds.jdbc.ClobImpl@104a22cd","net.sourceforge.jtds.jdbc.ClobImpl@3a0760b8","net.sourceforge.jtds.jdbc.ClobImpl@119f730f",1994,"Br J Cancer",69,1052,1058,"net.sourceforge.jtds.jdbc.ClobImpl@581c201","PM:0008198970","0008198970",false,"No","","frozen","DNA","SSCP","direct",false,false,false,true,true,true,true,true,true,false,false
348,,"journal","Inactivation of tumor suppressor genes, p53 and Rb1, in plasma cell dyscrasias","net.sourceforge.jtds.jdbc.ClobImpl@449cd436","net.sourceforge.jtds.jdbc.ClobImpl@459f7ebd","net.sourceforge.jtds.jdbc.ClobImpl@2f727a0a",1994,"Leukemia",8,758,767,"net.sourceforge.jtds.jdbc.ClobImpl@24e8342f","PM:0008182933","0008182933",false,"No","","","DNA","SSCP","direct",false,false,false,false,true,true,true,true,true,false,false
349,,"journal","p53 mutations in Barrett's adenocarcinoma and high-grade dysplasia","net.sourceforge.jtds.jdbc.ClobImpl@67779e0","net.sourceforge.jtds.jdbc.ClobImpl@38a38505","net.sourceforge.jtds.jdbc.ClobImpl@43d1a31",1994,"Gastroenterology",106,1589,1595,"net.sourceforge.jtds.jdbc.ClobImpl@61910fd5","PM:0008194706","0008194706",false,"No","","fresh","DNA","none","direct",false,false,false,false,true,true,true,true,true,false,false
350,350,"journal","p53 mutations in pancreatic carcinoma and evidence of common involvement of homocopolymer tracts in DNA microdeletions","net.sourceforge.jtds.jdbc.ClobImpl@5c94c27e","net.sourceforge.jtds.jdbc.ClobImpl@78bbff44","net.sourceforge.jtds.jdbc.ClobImpl@143b8ef0",1994,"Cancer Res",54,3025,3033,"net.sourceforge.jtds.jdbc.ClobImpl@7d3dc405","PM:0008187092","0008187092",false,"No","","frozen","DNA","none","cloned",false,true,true,true,true,true,true,true,true,false,false
351,351,"journal","Mutations of p53 gene in hepatocellular carcinoma (HCC) correlate with tumor progression and patient prognosis: a study of 138 patients with unifocal HCC","net.sourceforge.jtds.jdbc.ClobImpl@7c06eee","net.sourceforge.jtds.jdbc.ClobImpl@2026e08d","net.sourceforge.jtds.jdbc.ClobImpl@68a2a677",1994,"Int J Oncol",4,1341,1347,"","PM:21567059","21567059",false,"No","See ref 2021, 2341","frozen","DNA","SSCP","direct",false,true,true,true,true,true,true,true,true,true,true
352,,"journal","p53 mutations in human tumors with chimeric EWS/FLI-1 genes","net.sourceforge.jtds.jdbc.ClobImpl@7bac4a8a","net.sourceforge.jtds.jdbc.ClobImpl@7f9ffc0f","net.sourceforge.jtds.jdbc.ClobImpl@68aa59f9",1994,"Int J Cancer",57,336,340,"net.sourceforge.jtds.jdbc.ClobImpl@15c6db85","PM:0008168993","0008168993",false,"No","","","DNA","DGGE","direct",false,false,false,false,true,true,true,true,false,false,false
353,180,"journal","Analysis of regional differences of p53 mutation in advanced gastric carcinoma: relation to heterogeneous differentiation and invasiveness","net.sourceforge.jtds.jdbc.ClobImpl@ca72bad","net.sourceforge.jtds.jdbc.ClobImpl@c58d1b2","net.sourceforge.jtds.jdbc.ClobImpl@36073451",1994,"Mod Pathol",7,205,211,"net.sourceforge.jtds.jdbc.ClobImpl@15becbe7","PM:0008008744","0008008744",false,"No","Mutations reported in ref 180","fixed","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
354,,"journal","c-k-ras and p53 mutations occur very early in adenocarcinoma of the lung","net.sourceforge.jtds.jdbc.ClobImpl@207170be","net.sourceforge.jtds.jdbc.ClobImpl@6aeee043","net.sourceforge.jtds.jdbc.ClobImpl@65c4f4f3",1994,"Am J Pathol",144,303,309,"net.sourceforge.jtds.jdbc.ClobImpl@6c6fa5f","PM:0008311114","0008311114",false,"No","","fixed","DNA","SSCP","cloned",false,false,false,false,true,true,true,true,false,false,false
355,,"journal","Anaplastic Wilms' tumour, a subtype displaying poor prognosis, harbours p53 gene mutations","net.sourceforge.jtds.jdbc.ClobImpl@2d998eb9","net.sourceforge.jtds.jdbc.ClobImpl@30688fb1","net.sourceforge.jtds.jdbc.ClobImpl@72c99623",1994,"Nat Genet",7,91,97,"net.sourceforge.jtds.jdbc.ClobImpl@43ec8e27","PM:0008075648","0008075648",false,"No","","fixed","DNA","SSCP","cloned",false,true,true,true,true,true,true,true,true,true,true
356,356,"journal","p53 mutations in human adrenocortical neoplasms: immunohistochemical and molecular studies","net.sourceforge.jtds.jdbc.ClobImpl@22612ca5","net.sourceforge.jtds.jdbc.ClobImpl@56803a5f","net.sourceforge.jtds.jdbc.ClobImpl@68c6d622",1994,"J Clin endocrinol Metab",78,790,794,"net.sourceforge.jtds.jdbc.ClobImpl@4f7ce0ab","PM:0008126158","0008126158",false,"No","","fixed/frozen","DNA","SSCP","direct",true,false,false,false,true,true,true,true,false,false,false
357,357,"journal","Mutation of the p53 gene in gallbladder cancer","net.sourceforge.jtds.jdbc.ClobImpl@6453f9e5","net.sourceforge.jtds.jdbc.ClobImpl@33d675f2","net.sourceforge.jtds.jdbc.ClobImpl@6d7fc26c",1994,"Tohoku J Exp Med",172,283,289,"net.sourceforge.jtds.jdbc.ClobImpl@452e1ed0","PM:0008073440","0008073440",false,"No","","","DNA","SSCP","direct",false,true,true,true,true,true,true,true,true,true,true
358,,"journal","Mutations of the p53 gene in human functional adrenal neoplasms","net.sourceforge.jtds.jdbc.ClobImpl@3ec94b41","net.sourceforge.jtds.jdbc.ClobImpl@3e30c08f","net.sourceforge.jtds.jdbc.ClobImpl@2d4f0987",1994,"J Clin endocrinol Metab",78,483,491,"net.sourceforge.jtds.jdbc.ClobImpl@18224a60","PM:0008106638","0008106638",true,"No","","frozen","DNA","SSCP","cloned",false,true,true,true,true,true,true,true,true,true,true
359,,"journal","Frequent alterations of the tumor suppressor genes p53 and DCC in human pancreatic carcinoma","net.sourceforge.jtds.jdbc.ClobImpl@6c458966","net.sourceforge.jtds.jdbc.ClobImpl@54c908d9","net.sourceforge.jtds.jdbc.ClobImpl@19f20f6",1994,"Gastroenterology",106,1645,1651,"net.sourceforge.jtds.jdbc.ClobImpl@b640bef","PM:0008194712","0008194712",false,"No","","frozen","DNA","none","cloned",true,false,false,false,true,true,true,true,true,false,false
360,,"journal","Establishment of human oral-cancer cell lines (KOSC-2 and -3) carrying p53 and c-myc abnormalities by geneticin treatment","net.sourceforge.jtds.jdbc.ClobImpl@4b2abd5c","net.sourceforge.jtds.jdbc.ClobImpl@5739fb20","net.sourceforge.jtds.jdbc.ClobImpl@2fd9e9a1",1994,"Int J Cancer",56,301,308,"net.sourceforge.jtds.jdbc.ClobImpl@4c9b4c6","PM:0008314315","0008314315",false,"No","","fresh","DNA","none","direct",false,false,false,false,true,false,true,true,false,false,false
361,,"journal","Alterations of the p53 gene in Epstein-Barr virus-associated immunodeficiency-related lymphomas","net.sourceforge.jtds.jdbc.ClobImpl@1a17395e","net.sourceforge.jtds.jdbc.ClobImpl@2ef31c7","net.sourceforge.jtds.jdbc.ClobImpl@621b54da",1994,"J Virol",68,1309,1315,"net.sourceforge.jtds.jdbc.ClobImpl@2bbda3db","PM:0008107196","0008107196",false,"No","","frozen","DNA","SSCP","direct",true,false,false,true,true,true,true,true,true,false,false
362,,"journal","Frequent K-ras mutations and absence of p53 mutations in mucin- producing tumors of the pancreas","net.sourceforge.jtds.jdbc.ClobImpl@843b23b","net.sourceforge.jtds.jdbc.ClobImpl@73d9dbfd","net.sourceforge.jtds.jdbc.ClobImpl@4b5cfcd8",1994,"J Surg Oncol",55,84,91,"net.sourceforge.jtds.jdbc.ClobImpl@d393d13","PM:0008121190","0008121190",false,"No","","fixed","DNA","DGGE","cloned",false,false,false,false,true,true,true,true,false,false,false
363,,"journal","p53 gene mutations in brain tumors in Taiwan","net.sourceforge.jtds.jdbc.ClobImpl@18fe84e5","net.sourceforge.jtds.jdbc.ClobImpl@25c5b234","net.sourceforge.jtds.jdbc.ClobImpl@9533068",1994,"Cancer Lett",78,25,32,"net.sourceforge.jtds.jdbc.ClobImpl@4d4645f4","PM:0008180965","0008180965",false,"No","","fixed","DNA","SSCP","direct",false,false,false,false,true,true,true,true,true,false,false
364,,"journal","Analysis of p53 gene mutations in human gliomas by polymerase chain reaction-based single-strand conformation polymorphism and DNA sequencing","net.sourceforge.jtds.jdbc.ClobImpl@21732915","net.sourceforge.jtds.jdbc.ClobImpl@292f6b1d","net.sourceforge.jtds.jdbc.ClobImpl@396fce20",1994,"Diagn Mol Pathol",3,2,8,"net.sourceforge.jtds.jdbc.ClobImpl@46f9551c","PM:0008162251","0008162251",false,"No","","fixed","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
365,,"journal","Genetic analysis of p53 and RB1 tumor-suppressor genes in blast crisis of chronic myeloid leukemia","net.sourceforge.jtds.jdbc.ClobImpl@7e7ae757","net.sourceforge.jtds.jdbc.ClobImpl@2c5f0c06","net.sourceforge.jtds.jdbc.ClobImpl@6b86c963",1994,"Ann Hematol",68,3,7,"net.sourceforge.jtds.jdbc.ClobImpl@675b20ba","PM:0008110876","0008110876",false,"No","","","DNA","SSCP","direct",false,false,false,false,true,true,true,true,true,false,false
366,,"journal","Sequence-based analysis of the human p53 gene based on microdissection of tumor biopsy samples","net.sourceforge.jtds.jdbc.ClobImpl@4e322359","net.sourceforge.jtds.jdbc.ClobImpl@1a5939a5","net.sourceforge.jtds.jdbc.ClobImpl@47c9365c",1994,"Biotechniques",17,118,,"net.sourceforge.jtds.jdbc.ClobImpl@79a980ef","PM:0007946294","0007946294",false,"No","","frozen","DNA","none","direct",false,false,false,true,true,true,true,true,true,false,false
367,,"journal","Low frequency of the p53 gene mutations in neuroblastoma","net.sourceforge.jtds.jdbc.ClobImpl@26de5c68","net.sourceforge.jtds.jdbc.ClobImpl@7519cd07","net.sourceforge.jtds.jdbc.ClobImpl@7bec7e2e",1994,"Cancer",73,3087,3093,"net.sourceforge.jtds.jdbc.ClobImpl@4ef72744","PM:0008200007","0008200007",false,"No","","","DNA","SSCP","direct",false,false,false,false,true,true,true,true,true,false,false
368,,"journal","A unique p53 intragenic deletion flanked by short direct repeats results in loss of mRNA expression in a human esophageal carcinoma","net.sourceforge.jtds.jdbc.ClobImpl@1a9e1fee","net.sourceforge.jtds.jdbc.ClobImpl@21d4884f","net.sourceforge.jtds.jdbc.ClobImpl@39d18f55",1994,"Carcinogenesis",15,1653,1655,"net.sourceforge.jtds.jdbc.ClobImpl@4e6b522c","PM:0008055646","0008055646",false,"No","","","RNA","none","cloned",true,false,false,true,true,true,true,true,true,false,false
369,,"journal","P53 gene mutations in Chinese human testicular seminoma","net.sourceforge.jtds.jdbc.ClobImpl@24604560","net.sourceforge.jtds.jdbc.ClobImpl@21f33753","net.sourceforge.jtds.jdbc.ClobImpl@146daf1f",1993,"J Urol",150,884,886,"","PM:8345605","8345605",false,"No","","frozen","DNA","SSCP","direct",false,false,false,false,true,true,true,true,false,false,false
370,,"journal","Genomic instability of microsatellite repeats and mutations of H-, K-, and N-ras, and p53 genes in renal cell carcinoma","net.sourceforge.jtds.jdbc.ClobImpl@3758c","net.sourceforge.jtds.jdbc.ClobImpl@26ee7ba9","net.sourceforge.jtds.jdbc.ClobImpl@1e9f8988",1994,"Cancer Res",54,3682,3685,"net.sourceforge.jtds.jdbc.ClobImpl@6773d813","PM:0008033084","0008033084",false,"No","","","DNA","SSCP","direct",false,false,false,false,false,false,false,true,false,false,false
371,,"journal","p53 alterations in gastric carcinoma: a study of 56 primary tumors and 204 nodal metastases","net.sourceforge.jtds.jdbc.ClobImpl@7cc76e64","net.sourceforge.jtds.jdbc.ClobImpl@29216166","net.sourceforge.jtds.jdbc.ClobImpl@4b906e03",1994,"Cancer Genet Cytogenet",75,45,50,"net.sourceforge.jtds.jdbc.ClobImpl@32da8422","PM:0008039163","0008039163",false,"No","","frozen","DNA","DGGE","direct",false,false,false,false,true,true,true,true,false,false,false
372,,"journal","Polymerase chain reaction-single strand conformation polymorphism analysis of the p53 gene in paraffin-embedded surgical material from human renal cell carcinomas","net.sourceforge.jtds.jdbc.ClobImpl@75297853","net.sourceforge.jtds.jdbc.ClobImpl@57a10dc1","net.sourceforge.jtds.jdbc.ClobImpl@1f098140",1994,"Virchows Arch",424,229,233,"net.sourceforge.jtds.jdbc.ClobImpl@7914fd17","PM:0008186888","0008186888",false,"No","","fixed","DNA","SSCP","cloned",false,false,false,true,true,true,true,true,true,false,false
373,,"journal","Progressive B-cell chronic lymphocytic leukaemia frequently exhibits aberrant p53 expression","net.sourceforge.jtds.jdbc.ClobImpl@47c1f986","net.sourceforge.jtds.jdbc.ClobImpl@18d13bba","net.sourceforge.jtds.jdbc.ClobImpl@4b01aa61",1994,"Int J Cancer",58,474,479,"net.sourceforge.jtds.jdbc.ClobImpl@15231a53","PM:0008056442","0008056442",false,"No","","","RNA","none","direct",false,false,false,false,true,true,true,true,true,false,false
